name_code	description
381127	Body typically slender and elongate, without scales, encased in a series of bony rings. Snout long, its length 1.7-1.8 in HL. Superior and inferior ridges continuous with their respective tail ridges, the inferior trunk ridge inconspicuous and located on venter of trunk; lateral trunk ridge deflected dorsad behind anal ring, ends just below superior tail ridge near rear of dorsal-fin base. Median dorsal snout ridge low, entire; usually with a spine-like point on supraorbital ridge over posterior third of orbit; opercle without a longitudinal ridge; scutella absent; dermal flaps wrll developed in juveniles, often absent in adult. Rings 15-18 + 40-54, darsal-fin rays 37-50, pectoral-fin rays 20-24. Mainly greenish to brown with variable darker markings, sometimes with a narrow dark stripe on opercle.
381907	Body oblong, compressed. Head length less than body depth; preorbital and preopercle margins serrate; 2 flat spines on opercle. Eye moderately large. Mouth small, maxilla extending to or slightly beyond a vertical at front edge of pupil; bands of fine teeth in jaws, vomer, and palatines. A single dorsal fin, deeply notched between spinous and soft-rayed portions, with X spines and 10 to 12 soft rays; anal fin with III spines and 11 to 12 soft rays; caudal fin moderately forked. Scales ctenoid, moderately large; lateral line complete, with 48 to 53 scales; a well-developed scaly sheath at base of dorsal and anal fins. Silvery, usually with blackish spots posteriorly on dorsal part of body that tends to merge to form bands anteriorly; caudal fin pale with a black posterior margin that broadens on lobe tips; base of caudal fin with small blackish spots; a narrow white margin on soft portion of dorsal and anal fins with a broad blackish submarginal zone anteriorly that narrows posteriorly.
382500	Body fusiform, elongate, and slightly compressed. Teeth small and conical, in a single series. Gill rakers 25 to 31 on first gill arch. Two dorsal fins, separated only by a narrow interspace, the first with XIII to XIV spines; second dorsal fin with 14 to 16 rays, shorter, as high as first dorsal fin; followed by 7-8 finlets; anal fin with 14 to 15 rays, about as high as second dorsal fin, followed by 7 to 8 finlets; pectoral fins remarkably long reaching well beyond origin of second dorsal fin; interpelvic process small and bifid. Body with very small scales; corselet of larger scales developed but not very distinct. Caudal peduncle very slender, bearing on each side a strong lateral keel between 2 smaller keels. Swimbladder present, but poorly developed. A faint lateral iridescent blue band runs along sides in live fish; first dorsal fin deep yellow, second dorsal and anal fins light yellow, anal finlets dark; posterior margin of caudal fin white.
382501	Body fusiform, elongate, and slightly compressed. Teeth small and conical, in a single series. Gill rakers 27 to 34 on first arch. Two dorsal fins, separated only by a narrow interspace, some large specimens with very long second dorsal and anal fins, the first with XII to XIV spines; second dorsal fin with 14 to 15 rays followed by 8 to 9  finlets; anal fin with 14 to 15 rays followed by 8 to 9 finlets; pectoral fins moderately long, usually reaching beyond second dorsal fin origin but not beyond end of its base; interpelvic process small and bifid. Body with very small scales; corselet of larger scales developed but not very distinct. Caudal peduncle very slender, bearing on each side a strong lateral keel between 2 smaller keels. Swimbladder present. Color black metallic dark blue changing through yellow to silver on the belly. The belly frequently with about 20 broken, nearly vertical lines. The dorsal and anal fins and finlets bright yellow.
382502	Body fusiform, elongate, and slightly compressed. Teeth small and conical, in a single series. Gill rakers 27 to 34 on first arch. Two dorsal fins, separated only by a narrow interspace, some large specimens with very long second dorsal and anal fins, the first with XIV to XV spines; second dorsal fin with 13 to 15 rays followed by 8 to 9  finlets; anal fin with 13 to 15 rays followed by 8 to 9 finlets; pectoral fins moderately long in large individuals, but very long in smaller individuals; interpelvic process small and bifid. Body with very small scales; corselet of larger scales developed but not very distinct. Caudal peduncle very slender, bearing on each side a strong lateral keel between 2 smaller keels. Swimbladder present. Lower sides and belly whitish; a lateral iridescent blue band runs along the sides in live specimens. The first dorsal fin is deep yellow, the second dorsal and anal fins are light yellow, the finlets bright yellow edged with black.
382513	Dorsal fin with IX spines and 15 to 17 rays; the membranes indented between the spines; anal fin with III spines and 8 rays, the second spine 15 to 18% of standard length, reaching past tip of third spine; pectoral-fin rays 16 or 17; pectoral fins longer than pelvic fins, pectoral-fin length contained 1.3 to 1.6 times in head length; pelvic fins usually reaching to or beyond anus, pelvic-fin length contained 1.7 to 2.2 times in head length; caudal fin well rounded. Body scales ctenoid, without auxiliary scales; lateral-line scales 46 to 51; lateral-scale series 86 to 100.
382524	Body compressed, the depth less than head length, and contained 2.6 to 3.0 times in standard length (for fish 12 to 37 cm standard length); body width contained 2.4 to 2.6 times in the depth. Head length contained 2.5 to 2.8 times in standard length; dorsal head profile distinctly concave, rising steeply at the nape; preorbital very narrow, its depth contained about 5 times in eye diameter and 30 to 32 times in head length; preopercle finely serrate, the serrae at the angle slightly enlarged, the lower edge smooth: opercle with middle spine inconspicuous, the upper and lower spines rudimentary; posterior nostril a large, crescentic, vertical slit; maxilla extending to below rear half of eye; no step or knob on ventral edge of maxilla; supramaxilla well developed; jaws with bands of villiform teeth; no canines; palatines with teeth. Gill rakers short, 8 to 11 on upper limb, 13 to 17 on lower limb. Dorsal fin with X spines and 17 to 19 rays, the fin origin over opercle, the fin membranes not incised between the spines, the posterior spines longest and the soft-rays even longer; anal fin with III spines and 9 or 10 rays; pectoral fins rounded, with 17 or 18 rays; the middle rays longest; caudal fin rounded, with 8 branched rays and 8 procurrent rays in upper part and 7 branched rays and 8 procurrent rays in lower part. Scales on body smooth (the ctenii greatly reduced); lateral-line scales 54 to 62; lateral-scale series 106 to 122. Pyloric caeca 13.
382526	Dorsal fin with XI spines and 15-17 soft rays; anal fin with III spines and 8-9 soft rays; pectoral fin 17-19 soft rays; latertal-line scales 50-54; longitudinal scale series 92-106; body covered with ctenoid scares except anterodorsally, on thorax, and abdomen; gill rakers 8-9+15-17 of first gill arch; pyloric caeca 12-16. Body depth contained approx. 3.1 times in standard length (for fish 11 to 38 cm standard length); head length contained approx. 2.5 times in standard length. pelvic fins not reaching anus, thier length contain 2.1 times in head length; caudal fin rounded. Head and body pale brownish grey, covered with small red, orange or gold spots, 6 faint oblique dark bars visiable on body, the first bar on nape, the third confluent with a dark brown on body at base of lst 3 dorsal-fin spines, the last bar on caudal peduncle; dark body bars extend only onto base of dorsal-fin; dorsal-fin margin yellow or orange; a row of dusky yellow or orange spots along middle of spinous diorsal fin and another row along base of fin.
382535	Dorsal fin with XI spines ＆ 14-16 soft rays, the third or fourth spines longest, 2.9-4.0 times in head length; anal fin with III spines ＆ 8 soft rays, the third usually longer than the second; pectoral-fin rays 18-20; pelvic-fin length contained 1.9-2.7 times in head length; caudal fin rounded. Lateral-body scales rough ctenoid; With minute auxiliary scales; lateral-line scales 58-65; lateral-scales series 100-118. Gill raker 8-10 on upper limb, 14-17 on lower limb, 23-26 total of first gill arch.
382541	Dorsal fin with XI spines and 14 or 15 rays, the third or fourth spine longest, its length contained 2.9 to 3.5 times in head length and distinctly shorter than longest dorsal-fin rays, the interspinous membranes distinctly incised; anal fin with III spines and 8 rays; pectoral-fin rays 18 to 20; pectoral-fin length contained 1.7 to 2.1 times in head length; pelvic fins not reaching anus, their length contained 2.0 to 2.5 times in head length; caudal fin rounded. Lateral-body scales of fish more than 10 cm standard length smooth, with auxiliary scales; lateral-line scales 52 to 58; lateral-scale series 102 to 115.
382543	Dorsal fin with XI spines and 14 to 16 rays, the 3rd to 11 th spines subequal, their length contained 3.1 to 5.7 in head length and much shorter than longest rays in adults; anal fin with III spines and 8 rays; pectoral-fin rays 18 to 20; pectoral-fin length contained 1.8 to 2.2 times in head length;pelvic fins not eaching anus, their length contained 2.1 to 2.6 times in head length: caudal fin rounded. Lateral-body scales smooth, with auxiliary scales; lateral-line scales 54 to 62, the anterior scales with branched tubules (except small juveniles); lateral-scale series 95 to 105.
382586	Dosal spine base connected with rays base, X, 16, the III longest; anal rays III, 7; pelvic fin abdominal position; pectoral fin elongated, 13; caudal fin truncated closely. Gill rakers 5-6 on upper limb, 9-10 on lower limb, body depth 2.8-2.9 times in standard length. Body color yellowish or white, body back covered with many irrgular reddish orange blotches, sometimes with yellowish ones.
382589	Dorsal fin with VII or VIII slender spines and 10 to 12 rays, the third or fourth spine longest, its length contained 3.2 to 4.2 times in head length, the longest soft ray contained 2.2 to 2.7 times in head length; base of spinous part of dorsal fin subequal to that of soft-rayed part; anal fin with III slender spines and 8 rays, the first 1 or 2 spines embedded and difficult to see in large fish; pectoral-fin rays 15 to 17; pectoral fins subequal to pelvic fins, pectoral-fin length contained 1.9 to 2.2 times in head length; caudal fin emarginate, the caudal concavity contained 5 to 12 times in head length. Lateral-line scales 89 to 99.
382692	The body is elongated and cylindrically. Upper jaw prolonged into a sword-like long bill, flat-oval in cross-section; eye large. Caudal peduncle with large keel present on each side and a deep notch on both the dorsal and ventral surfaces. No pelvic fins. Lateral line absent in adults, but recognizable in specimens to about 1 m body length as a wave line, disappearing with growth. Adults scaleless but scales with small spines present in specimens to about 1 m body length. Back and sides of body blackish-brown, gradually fading to light-brown on ventral side.
382788	Head moderately large. Mouth large and protractile, especially in spawning males; posterior end of upper jaw reaches posterior margin of eye. Body elongated, somewhat laterally compressed especially in adults; dorsal and ventral profile slightly arched. Scales small and cycloid; lateral line complete. L.l.：112-140; Dorsal soft fin rays：12-15; pelvic fin rays：9; anal fin rays：11. Dorsal fin base short, considerably equal to anal fin base; dorsal fin origin at middle between tip of snout and end of caudal peduncle; an adipose fin above end of anal fin base; pelvic fin small; caudal fin forked. Dark olive dorsally, light grayish ventrally; 9 cloudy spots along midline of side all life; 11-31 small black spots above lateral line. A subspecies of O. masau, can be distinguished by average numbers of pectoral fin ray, anal fin ray, vertebrae and spots above lateral line.
383068	A medium-sized fairly stocky species. Eyes fairly large its horizontal length 2-2.7% of total length. Gill slits moderate sized, the third 2.8-4.2% of total length and less than 2/5 of first dorsal fin base. Rows of anteroposteral teeth in each jaw half 13-14/13-14. Upper teeth with narrow, strongly serrated, high cusps, and crown feet with coarser serrations and often distal cusplets. Lower teeth with erect or semioblique, narrow serrated cusps and transverse roots. Interdorsal ridge absent usually. Origin of 1st dorsal fin over or just in front of pectoral free rear tips. Inner margin of 1st dorsal moderately long, but less than a half dorsal base. Second dorsal fin moderately large and high, its height 2.7-3.4% of total length, its inner margin length 1.2-1.6 times its height. Origin of 2nd dorsal about over anal origin. Length of anterior margins of pectoral fin about 18-21% of total length. Total verebral centra 211-221, precaudal centra 110-119. Colour grey above, white below, pectorals, 2nd dorsal, anal, and pelvic fins with blackish of dusky tips.
383069	A large, fairly slender species. Snout moderately long and narrowly rounded or pointed. Eyes length 1.1-2.2% of total length. Gill slits moderately long, the 3rd 2.5-4.1% of total length and less than a half of 1st dorsal fin base. Rows of anteroposterior teeth in each jaw half 14-16/14-15. upper teeth with narrow, serrated, high bent cusps, and crown feet with slightly coarser serrations but no cusplets. Lower teeth with semierect, narrow serrated cusps and transverse roots. Interdorsal ridge absent usually. Origin of first dorsal fin over or slightly anterior to pectoral rear tips. Second dorsal fin small and fairly low, its height 1.9-2.6% of total length, its inner margin short and 1.2-1.8 times its height. Origin of 2nd dorsal fin over or slightly posterior to anal origin. Total vertebral centra 179-203, precaudal centra 96-110. Colour bronzy to olive grey above, white below, a moderately prominent white band on flank.
383070	A large, slender species. Size up to about 2.8 m. Snout long and pointed. Eyes small, 1.1-2% of total length. Rows of anteroposterior teeth in each jaw half 15-18/14-17. Upper teeth with narrow, finely serrated, long cusps, and crown feet with serrations but no cusplets. Lower teeth with erect, smooth-edged narrow cusps and transverse roots. Interdorsal ridge absent. First dorsal fin small, its origin usually over or slightly posterior to pectoral free rear tip, inner margin of 1st dorsal fin short, a third of dorsal base or slightly less. Second dorsal fin moderately large, its height 1.8-2.6% of total length, its inner margin short and 1.4-1.9 times its height. Origin of 2nd dorsal fin over or usually slightly behind anal fin origin. Total vertebral centra 155-185, precaudal centra 84-96. Black tips usually present on pectorals, 2nd dorsal, anal and ventral caudal lobe. A conspicuous white band on flanks.
383071	A small, slender species. Snout moderately long and moderately pointed.  Eyes moderately large, its horizontal length 2-2.2% of total length. Rows of anteroposterior teeth in each jaw half 12-14/11-15. Upper teeth with narrow to moderately broad, strongly serrated, strongly oblique cusps, and crown feet with strong, serrated, distal cusplets. Lower teeth with oblique, narrow serrated cusps and transverse roots. Interdorsal ridge present. First dorsal fin small, its origin over posterior half of pectoral inner margin. Second dorsal fin large and high, its height 2.6-4% of total length, its inner margin short and 1-1.5 times its length. Origin of 2nd dorsal over or slightly behind anal fin origin. Total vertebral centra 109-150, precaudal centra 54-74. Colour grey or grey brown with black or dusky tip present on 2nd dorsal fin only.
383072	A large oceanic shark species, maximum size up to be about 3.3 m in TL. Snout moderately long and rounded; iternarial width 1.2-1.6 times in preoral snout length. Length of eye 1.2-2.7 % of TL; length of 3rd gill slit 2.9-3.6% of TL and less than 2/5 of 1st dorsal fin base; rows of anteroposterior teeth 14-16/13-17. A interdorsal ridge present. First dorsal fin falcate; origin of 1st dorsal fin behind the pectoral free rear tips; inner margin of 1st dorsal fin long, about 1/2 of dorsal base; 2nd dorsal fin very small and low, its height 1.3-2.2 % of TL, its inner margin very long and 1.6-3 times its height; origin of 2nd dorsal over or slightly behind anal origin; pectoral fin narrowly falcate, length of anterior margins about 14-22% of TL; vertebral centra 199-215, precaudal centra 98-106. Color dark grey or grey above, white below; tips of fins other than first dorsal dusky but not black-tipped; an inconspicuous white band on flank.
383073	A large, stout species; size up to about 3.4 m. Snout short and bluntly and broadly rounded; internarial width 0.7-1.0 times in preoral length; upper labial furrows short and inconspicuous; the 3rd gill slit 3.1-4.1 of total length, but less than 1/3 of 1st dorsal fin base; anteroposterior teeth formula in each jaw half 12-14/12-13; upper teeth with very broad, triangular, strongly serrated, erect to slightly oblique cusps; lower teeth with erect to semioblique, broad serracted cusps and arched roots. Interdorsal ridge absent. First dorsal fin large, with a pointed rounded apex; origin of 1st dorsal fin usually over or just behind pectoral insertions; length of inner margin of 1st dorsal fin short, less than 1/3 of dorsal fin base; 2nd dorsal fin large and high, its length 3.2-4.5 of total length; origin of second dorsal anterior to anal origin; pectoral fin large and broad, triangular, with narrow, pointed apices, length of anterior margins about 18-21% of total length; 198-227 total vertebral centra, 101-123 precaudal centra.
383074	A large, stout shark. Eyes moderately large, its horizontal length 1.2-2.2% of total length. Rows of anteroposterior teeth in each jaw half 14-16/13-16. Upper teeth with narrow, strongly serrated, high cusps, and crown feet with slightly coarser serrations but no cusplets. Lower teeth with erect, narrow, serrated high cusps and transverse roots. Interdorsal ridge absent. First dorsal fin large, its origin usually over or slightly posterior to pectoral insertion, its inner margin short, about a third of dorsal base. Second dorsal fin large and high, its height 2.5-3.6% of total length, its inner margin short and 1.1-1.6 times its height. Origin of 2nd dorsal fin over or slightly anterior to anal origin. Total number of vertebral centra 174-203, precaudal centra 88-102. Colour grey or grey-brown above, white below. Black tips usually founded on pectoral, 2nd dorsal, and ventral caudal lobe. Black edges usually present on 1st dorsal apex, and dorsal caudal lobe. A conspicuous white band present on flanks.
383075	A large, stocky shark species. Snout short and broadly rounded. Eyes small, its length 0.9-2.5% of total length. Gill slits moderately long, length of 3rd 3.1-4.1% of total length and less than a third of 1st dorsal base. Rows of anteroposterior teeth in each jaw half 13-14/13-15. Upper teeth with very broad, triangular, strongly serrated cusps that merge into crown feet with slightly coarser serrations but no cusplets. Lower teeth with erect to slightly oblique, stout serrated cusps and transverse or moderately arched roots. Interdorsal ridge usually present. First dorsal fin very large and distally expanded, with a broadly rounded apex. Origin of 1st dorsal fin just anterior to the pectoral free rear tips. Inner margin of 1st dorsal fin moderately long, about half dorsal base. Second dorsal fin large and high, its length 2.7-3.9% of total length, its inner margin short and 1-1.1 times its height. Origin of 2nd dorsal over or slightly anterior to anal origin. Pectoral fin very large and elongated, with broadly rounded apices, length of anterior margins about 19-29% of total length. Number of total vertebral centra 228-244, precaudal centra 123-131. Colour grey-bronze above, white below. White mottling usually present on fins, particularly pectorals, 1st dorsal, pelvics, and caudal tips.
383076	A smaller, slender shark species. Snout long and narrowly rounded or slightly pointed. Eyes moderately large, its length 1.8-2.5% of total length. Gill slits short, length of 3rd 2.8-3.5% of total length and about a third of 1st dorsal base. Rows of anteroposterior teeth in each jaw half 13-14/10-14. Upper teeth with narrow, smooth, moderately high cusps, and crown feet with strong distal and proximal cusplets but no serrations. Lower teeth with oblique, moderately high smooth cusps and transverse roots. Interdorsal ridge absent. Origin of 1st dorsal fin usually over or somewhat anterior to the pectoral free rear tips. Inner margin of 1st dorsal extremely long, about 2/3 of dorsal base. Second dorsal fin small and low, its height 1.8-2% of total length, its inner margin elongated and 2.3-2.4 times its height. Origin of 2nd dorsal well behind anal origin, near anal midbase. Number of total vertebral centra 151-156. Colour grey or grey-brown above, white below.
383077	A moderately-sized, fairly stocky species. Eyes fairly large, its length 2-3% of total length. Gill slits moderately-sized, length of the 3rd 2.6-4.2% of total length and less than a third of the 1st dorsal base. Rows of anteroposterior teeth in each jaw half 11-13/10-12. upper teeth with narrow, strongly serrated, high cusps, and crown feet with coarse serrations and cusplets. Lower teeth with erect to oblique narrow serrated cusps and transverse roots. Interdorsal ridge absent. First dorsal fin large, with a rounded apex. Origin of 1st dorsal fin usually over pectoral free rear tips. Inner margin of 1st dorsal fin slightly more or less than half dorsal base. Second dorsal fin large and high, its height 3.4-4.1% of total length, its inner margin short and 0.8-1.1 times its height. Origin of 2nd dorsal fin over anal origin. Length of pectoral fin anterior margins about 18-19% of total length. Total vertebral centra 193-214, precaudal centra 111-122. Colour light brown above, white below. First dorsal fin and ventral caudal lobe with a conspicuous black apical blotch. A conspicuous white band on flank.
383078	A large, fairly slender species. Snout short to moderately long and broadly rounded. Eyes moderately large, its length 1-2.1% of total length. Gill slits moderately long, length of the 3rd 2.7-4% of total length and less than a third of 1st dorsal fin base. Rows of anteroposterior teeth in each jaw half 14-15/13-15. Upper teeth with broad, triangular, strong serrated, rather low erect to slightly oblique cusps, that smoothly merge into crown feet which have slightly coarser serrations but no cusplets. Lower teeth with erect, moderately broad, serrated cusps and tranverse or sometimes arched roots. Interdorsal ridge present. First dorsal fin moderated-sized, with a pointed or narrowly rounded apex. Origin of 1st dorsal fin usually over or slightly anterior to the pectoral free rear tips. Inner margin of 1st dorsal moderately short, a third of dorsal fin base or less. Second dorsal fin small and low, its height 1.5-2.3% of total length. Origin of 2nd dorsal fin about over anal origin. Pectoral fin large, with a narrow rounded or pointed apices. Number of total vertebral centra 173-194, precaudal centra 86-97. Tips of most fins dusky but not black or white. An inconspicuous white band on flank.
383079	A medium sized, fairly stock species. Snout short and broadly rounded. Eyes moderately large, its length 1.7-2.9% of total length. Gill slits short, length of the 3rd 2.4-3.6% of total length and less than a third of 1st dorsal fin base. Rows of anteroposterior teeth in each jaw half 14-15/12-15. upper teeth with broadly triangular, strongly serrated cusps, merging smoothly into crown feet with slightly coarser serrations but no cusplets. Lower teeth with erect, narrow serrated cusps and transverse roots. Interdorsal ridge present. First dorsal fin very large, with a pointed or narrowly rounded apex. Origin of 1st dorsal fin over or slightly anterior to pectoral insertions. Inner margin of 1st dorsal fin moderately long, 2/5 of dorsal fin base, or slightly less. Second dorsal fin moderately high, its height 2.1-3.5% of total length. Origin of 2nd dorsal fin over or slightly anterior to anal origin. Pectoral fin large, with a narrowly rounded or pointed apices. Number of total vertebral centra 152-189, precaudal centra 82-97. Colour grey-brown above, white below. Tips and posterior edges of fins are often dusky, but no conspicuous markings.
383081	A big-headed, very short and blunt-snouted, large-monthed requiem skark. Head broad and flat. Eyes fairly large, without posterior notches. Teeth similar in upper and lower jaws, of characteristic cockscomb shape, with heavy, bent, oblique cusps, strong distal cusplets and prominent serrations but no blades. Cusps of lower teeth not prominently protruding when mouth is closed. 18-26/18-25 rows of teeth. Interdorsal ridge present. Caudal peduncle with low but prominent dermal keels. Upper precaudal pit transverse and crescentic. First dorsal origin above pectoral insertions or inner margins, its midbase closer to pectoral bases than to pelvics, and free rear tip well in front of pelvic fins. Second dorsal origin slightly anterior to anal origin. Pectoral length from origin to free rear tip about 3/5-2/3 of their anterior margins. Anal fin about as large as 2nd dorsal fin. Colour grey with a unique colour pattern of black spots and vertical bars on dorsal surface of body, bold in young but fading out in adults.
383082	A fairly stocky requiem shark with a broadly rounded short snout. Preoral snout much shorter than mouth width but with a rather long preorbital snout. Eyes small. First dorsal origin over rear ends of pectoral bases. Second dorsal fin about 1/2 height of 1st dorsal fin. Upper teeth with high, broad, serrated triangular cusps. Lower anterior teeth with long, hooked, protruding cusps. Interdorsal ridge absent. Upper precaudal pit longitudinal. Body with no conspicuous markings.
383083	A small, very slender requiem shark with a long snout and big eye. First dorsal origin behind pectoral free rear tips. Second dorsal fin much smaller than 1st, its origin about over anal insertion. Anal fin larger than 2nd dorsal fin, with very long preanal ridges. Colour grayish to brownish without a prominent colour pattern.
383085	Body rather slender and elongated. Head narrow, and moderately depressed. Snout narrowly parabolic in dorsalventral view, preoral length greater than internarial space and mouth width. Eyes large, without posterior notches. Spiracle absent. Teeth well differentiated in upper and lower jaws. Upper anteroposteriors teeth with broad, triangular, curved erect to oblique, serrated cusps. Lower teeth with slender cusps, no blades and cusplets. 24-31/25-34 rows of teeth. Interdorsal ridge absent. Caudal peduncle with low dermal keels. Upper precaudal pit transverse and crescentic. First dorsal origin well behind pectoral rear tips, its midbase much closer to pelvic than to pectoral bases. Second height 1/2 of 1st dorsal height or less, its origin slightly posterior to anal insertion. Pectoral fin very narrow, its length from origin to free rear tip 1/2 or less of pectoral anterior margin. Anal fin slightly larger than 2nd dorsal fin, with short preanal ridges and a deeply notched posterior margin. Colour intense deep blue above, white below, without a colour pattern.
383086	Prenarial snout length 4-5.4% of total length. Teeth not well-differentiated between sexes. Total tooth rows usually 25/24. Position of 1st dorsal origin usually over or slightly in front of pectoral free rear tips. Second dorsal origin ranges from above last third of anal base to over its insertion. Length of pectoral anterior margin usually equal to or shorter than 1st dorsal length from origin to free rear tip. Total number of vertebral centra 121-162, precaudal centra 55-79. Colour grey, grey-brown or purplish brown above, pale below, pectoral fins with a light margin.
